ISBN-10,Title of the Book,Author/s,Book type,Original Price (RRP),Discounted price,Published Date,Publisher,No. of Pages,Product URL
9.78032E+12,Book Not Found,,,,,,,,
9.78014E+12,The Holy Roman Empire,Peter H. Wilson,ePUB,$18.99,$18.99,28-01-2016,Penguin Books Ltd,600,https://www.booktopia.com.au/the-holy-roman-empire-peter-h-wilson/ebook/9780141956916.html
9.78014E+12,Book Not Found,,,,,,,,
9.78141E+12,No One Home,Tim Weaver,ePUB,$15.99,$15.99,16-05-2019,Penguin Books Ltd,400,https://www.booktopia.com.au/no-one-home-tim-weaver/ebook/9781405939508.html
9.78024E+12,The Librarian,Salley Vickers,ePUB,$15.99,$15.99,26-04-2018,Penguin Books Ltd,400,https://www.booktopia.com.au/the-librarian-salley-vickers/ebook/9780241330258.html
9.7811E+12,Atlas Shrugged,Ayn Rand,ePUB,$6.99,$6.99,21-04-2005,Penguin Publishing Group,1192,https://www.booktopia.com.au/atlas-shrugged-ayn-rand/ebook/9781101137192.html
9.7806E+12,Quick Cooking for Diabetes,Louise Blair; Norma McGough,ePUB,$10.99,$10.99,22-09-2014,Octopus,128,https://www.booktopia.com.au/quick-cooking-for-diabetes-louise-blair/ebook/9780600630401.html
9.78014E+12,Reached,Ally Condie,ePUB,$9.99,$9.99,30-11-2012,Penguin Random House Children's UK,528,https://www.booktopia.com.au/reached-ally-condie/ebook/9780141344348.html
9.78076E+12,Centurion (Eagles of the Empire 8),Simon Scarrow,ePUB,$12.99,$12.99,04-09-2008,Headline,544,https://www.booktopia.com.au/centurion-eagles-of-the-empire-8--simon-scarrow/ebook/9780755350896.html
9.78031E+12,We,Yevgeny Zamyatin; Natasha Randall,ePUB,$23.99,$19.99,18-12-2007,Random House Publishing Group,,https://www.booktopia.com.au/we-yevgeny-zamyatin/ebook/9780307432865.html
9.78086E+12,Underworld London,Catharine Arnold,ePUB,$13.99,$13.99,05-07-2012,Simon & Schuster UK,352,https://www.booktopia.com.au/underworld-london-catharine-arnold/ebook/9780857201171.html
9.781E+12,Book Not Found,,,,,,,,
9.7814E+12,The Dalai Lama's Cat,David Michie,ePUB,$1.99,$1.99,01-10-2012,Hay House,217,https://www.booktopia.com.au/the-dalai-lama-s-cat-david-michie/ebook/9781401940591.html
9.78024E+12,Book Not Found,,,,,,,,
9.7814E+12,Book Not Found,,,,,,,,
9.78076E+12,Book Not Found,,,,,,,,
9.78076E+12,The Eagle's Prophecy (Eagles of the Empire 6),Simon Scarrow,ePUB,$12.99,$12.99,04-09-2008,Headline,448,https://www.booktopia.com.au/the-eagle-s-prophecy-eagles-of-the-empire-6--simon-scarrow/ebook/9780755350872.html
9.78031E+12,Book Not Found,,,,,,,,
9.78145E+12,The Godfather,Mario Puzo,ePUB,$15.99,$15.99,30-11-2012,Random House,608,https://www.booktopia.com.au/the-godfather-mario-puzo/ebook/9781448106899.html
9.78014E+12,Life 3.0,Max Tegmark,ePUB,$15.99,$15.99,29-08-2017,Penguin Books Ltd,400,https://www.booktopia.com.au/life-3-0-max-tegmark/ebook/9780141981796.html
9.78179E+12,Book Not Found,,,,,,,,
9.78014E+12,Bermondsey Boy,Tommy Steele,ePUB,$14.99,$14.99,05-04-2007,Penguin Books Ltd,320,https://www.booktopia.com.au/bermondsey-boy-tommy-steele/ebook/9780141903019.html
9.78141E+12,Book Not Found,,,,,,,,
9.78055E+12,Around My French Table,Dorie Greenspan,ePUB,$7.99,$7.99,08-10-2010,HarperCollins,,https://www.booktopia.com.au/around-my-french-table-dorie-greenspan/ebook/9780547504810.html
9.7814E+12,The Year of Less,Cait Flanders,ePUB,$2.99,$2.99,16-01-2018,Hay House,,https://www.booktopia.com.au/the-year-of-less-cait-flanders/ebook/9781401953522.html
9.78077E+12,The God Chasers Expanded Ed.,Tommy Tenney,ePUB,$19.06,$15.99,18-03-2012,"Destiny Image, Inc.",0,https://www.booktopia.com.au/the-god-chasers-expanded-ed--tommy-tenney/ebook/9780768499544.html
9.78014E+12,Mercy,Jussi Adler-Olsen,ePUB,$15.99,$15.99,12-05-2011,Penguin Books Ltd,512,https://www.booktopia.com.au/mercy-jussi-adler-olsen/ebook/9780141962511.html
9.78141E+12,The Difference a Day Makes,Carole Matthews,ePUB,$12.99,$12.99,01-01-2013,"Little, Brown Book Group",464,https://www.booktopia.com.au/the-difference-a-day-makes-carole-matthews/ebook/9781405523707.html
9.78033E+12,Book Not Found,,,,,,,,
9.78014E+12,The First Rumpole Omnibus,John Mortimer,ePUB,$16.99,$16.99,01-01-2000,Penguin Books Ltd,560,https://www.booktopia.com.au/the-first-rumpole-omnibus-john-mortimer/ebook/9780141928005.html
9.7811E+12,The Westing Game (Puffin Modern Classics),Ellen Raskin,ePUB,$13.19,$10.99,12-04-2004,Penguin Young Readers Group,192,https://www.booktopia.com.au/the-westing-game-puffin-modern-classics--ellen-raskin/ebook/9781101157459.html
9.7806E+12,Hamlyn All Colour Cookery: 200 Super Soups,Sara Lewis,ePUB,$6.99,$6.99,07-09-2007,Octopus,240,https://www.booktopia.com.au/hamlyn-all-colour-cookery-200-super-soups-sara-lewis/ebook/9780600623007.html
9.78014E+12,Our Street,Gilda O'Neill,ePUB,$15.99,$15.99,01-07-2004,Penguin Books Ltd,320,https://www.booktopia.com.au/our-street-gilda-o-neill/ebook/9780141946610.html
9.78014E+12,Legend,Marie Lu,ePUB,$4.99,$4.99,02-02-2012,Penguin Random House Children's UK,368,https://www.booktopia.com.au/legend-marie-lu/ebook/9780141339429.html
9.7803E+12,Gone Girl,Gillian Flynn,ePUB,$11.99,$11.99,24-05-2012,Orion,320,https://www.booktopia.com.au/gone-girl-gillian-flynn/ebook/9780297859406.html
9.78128E+12,Book Not Found,,,,,,,,
9.78058E+12,The Blade Itself,Joe Abercrombie,ePUB,$12.99,$12.99,18-06-2009,Orion,544,https://www.booktopia.com.au/the-blade-itself-joe-abercrombie/ebook/9780575091504.html
9.78141E+12,The Fate of Ten,Pittacus Lore,ePUB,$15.99,$15.99,10-09-2015,Penguin Books Ltd,384,https://www.booktopia.com.au/the-fate-of-ten-pittacus-lore/ebook/9781405913652.html
9.78076E+12,Sheer Mischief,Jill Mansell,ePUB,$12.99,$12.99,06-10-2010,Headline,512,https://www.booktopia.com.au/sheer-mischief-jill-mansell/ebook/9780755351855.html
9.78137E+12,Book Not Found,,,,,,,,
9.78072E+12,The Heart is a Lonely Hunter,Carson McCullers,ePUB,$15.99,$15.99,26-04-2012,Penguin Books Ltd,352,https://www.booktopia.com.au/the-heart-is-a-lonely-hunter-carson-mccullers/ebook/9780718196080.html
9.78031E+12,Book Not Found,,,,,,,,
9.78038E+12,Where Do Diggers Sleep at Night?,Brianna Caplan Sayres; Christian Slade,ePUB,$11.99,$10.99,22-05-2012,Random House Children's Books,,https://www.booktopia.com.au/where-do-diggers-sleep-at-night--brianna-caplan-sayres/ebook/9780375980985.html
9.78024E+12,The Constant Gardener,John le Carr?,ePUB,$15.99,$15.99,27-09-2018,Penguin Books Ltd,592,https://www.booktopia.com.au/the-constant-gardener-john-le-carr-/ebook/9780241322345.html
9.78014E+12,Snow Crash,Neal Stephenson,ePUB,$15.99,$15.99,01-01-2000,Penguin Books Ltd,448,https://www.booktopia.com.au/snow-crash-neal-stephenson/ebook/9780141924045.html
9.7811E+12,Mercy Blade,Faith Hunter,ePUB,$13.19,$10.99,04-01-2011,Penguin Publishing Group,,https://www.booktopia.com.au/mercy-blade-faith-hunter/ebook/9781101476772.html
9.781E+12,Book Not Found,,,,,,,,
9.78074E+12,Blue Gold,Clive Cussler,ePUB,$12.99,$12.99,01-08-2000,Pocket Books,400,https://www.booktopia.com.au/blue-gold-clive-cussler/ebook/9780743423083.html
9.78076E+12,Pranklopedia,Julie Winterbottom,ePUB,$19.99,$19.99,23-04-2013,Workman Publishing Company,250,https://www.booktopia.com.au/pranklopedia-julie-winterbottom/ebook/9780761176855.html
9.78075E+12,MaddAddam,Margaret Atwood,ePUB,$11.99,$11.99,07-08-2014,"Little, Brown Book Group",496,https://www.booktopia.com.au/maddaddam-margaret-atwood/ebook/9780748130191.html
9.78014E+12,The Undoing Project,Michael Lewis,ePUB,$15.99,$15.99,06-12-2016,Penguin Books Ltd,320,https://www.booktopia.com.au/the-undoing-project-michael-lewis/ebook/9780141983035.html
9.78033E+12,Book Not Found,,,,,,,,
9.78014E+12,Games People Play,Eric Berne,ePUB,$14.99,$14.99,01-01-2000,Penguin Books Ltd,176,https://www.booktopia.com.au/games-people-play-eric-berne/ebook/9780141938363.html
9.78057E+12,Ghosts of Spain: Travels Through a Country's Hidden Past,Giles Tremlett,ePUB,$16.49,$14.99,15-07-2011,Faber and Faber,496,https://www.booktopia.com.au/ghosts-of-spain-travels-through-a-country-s-hidden-past-giles-tremlett/ebook/9780571247905.html
9.78024E+12,I Am Zlatan Ibrahimovic,Zlatan Ibrahimovic,ePUB,$14.99,$14.99,27-06-2013,Penguin Books Ltd,352,https://www.booktopia.com.au/i-am-zlatan-ibrahimovic-zlatan-ibrahimovic/ebook/9780241966846.html
9.78065E+12,Bye Baby,Daniel Donnelly,ePUB,$4.99,$4.99,02-07-2018,Daniel Donnelly,312,https://www.booktopia.com.au/bye-baby-daniel-donnelly/ebook/9780648257714.html
9.78007E+12,Book Not Found,,,,,,,,
9.7811E+12,The F-Factor Diet,Tanya Zuckerbrot,ePUB,$13.7,$11.99,04-12-2007,Penguin Publishing Group,288,https://www.booktopia.com.au/the-f-factor-diet-tanya-zuckerbrot/ebook/9781101203347.html
9.78046E+12,Book Not Found,,,,,,,,
9.7811E+12,Book Not Found,,,,,,,,
9.78014E+12,Sea Lord,Bernard Cornwell,ePUB,$15.99,$15.99,02-11-2006,Penguin Books Ltd,320,https://www.booktopia.com.au/sea-lord-bernard-cornwell/ebook/9780141928920.html
9.78075E+12,Cause Of Death,Patricia Cornwell,ePUB,$4.99,$4.99,04-09-2008,"Little, Brown Book Group",384,https://www.booktopia.com.au/cause-of-death-patricia-cornwell/ebook/9780748109326.html
9.78076E+12,Book Not Found,,,,,,,,
9.78014E+12,Fair Stood the Wind for France,H. E. Bates,ePUB,$15.99,$15.99,07-04-2005,Penguin Books Ltd,256,https://www.booktopia.com.au/fair-stood-the-wind-for-france-h-e-bates/ebook/9780141904986.html
9.78024E+12,The Secret Commonwealth: The Book of Dust Volume Two,Philip Pullman; Christopher Wormell,ePUB,$14.99,$14.99,03-10-2019,Penguin Random House Children's UK,784,https://www.booktopia.com.au/the-secret-commonwealth-the-book-of-dust-volume-two-philip-pullman/ebook/9780241373361.html
9.78141E+12,The Taking of Annie Thorne,C. J. Tudor,ePUB,$15.99,$15.99,21-02-2019,Penguin Books Ltd,352,https://www.booktopia.com.au/the-taking-of-annie-thorne-c-j-tudor/ebook/9781405930987.html
9.78075E+12,Knife Of Dreams,Robert Jordan,ePUB,$12.99,$12.99,24-08-2010,"Little, Brown Book Group",832,https://www.booktopia.com.au/knife-of-dreams-robert-jordan/ebook/9780748115440.html
9.78024E+12,Book Not Found,,,,,,,,
9.78032E+12,Book Not Found,,,,,,,,
9.78141E+12,Tom Clancy's Power and Empire,Marc Cameron,ePUB,$15.99,$15.99,30-11-2017,Penguin Books Ltd,432,https://www.booktopia.com.au/tom-clancy-s-power-and-empire-marc-cameron/ebook/9781405935050.html
9.78033E+12,Book Not Found,,,,,,,,
9.78131E+12,Book Not Found,,,,,,,,
9.78086E+12,The Executioner,Chris Carter,ePUB,$4.99,$4.99,08-07-2010,Simon & Schuster UK,480,https://www.booktopia.com.au/the-executioner-chris-carter/ebook/9780857200136.html
9.78076E+12,Revenge,Martina Cole,ePUB,$11.99,$11.99,24-10-2013,Headline,512,https://www.booktopia.com.au/revenge-martina-cole/ebook/9780755375646.html
9.78016E+12,Book Not Found,,,,,,,,
9.78141E+12,The Chestnut Man,S?ren Sveistrup; Caroline Waight,ePUB,$15.99,$15.99,10-01-2019,Penguin Books Ltd,400,https://www.booktopia.com.au/the-chestnut-man-s-ren-sveistrup/ebook/9781405939775.html
9.78024E+12,Roller-Coaster,Ian Kershaw,ePUB,$18.99,$18.99,30-08-2018,Penguin Books Ltd,704,https://www.booktopia.com.au/roller-coaster-ian-kershaw/ebook/9780241187173.html
9.78024E+12,Hot Milk,Deborah Levy,ePUB,$15.99,$15.99,24-03-2016,Penguin Books Ltd,208,https://www.booktopia.com.au/hot-milk-deborah-levy/ebook/9780241968024.html
9.78141E+12,Don't Blink,James Patterson,ePUB,$15.99,$15.99,05-08-2010,Random House,496,https://www.booktopia.com.au/don-t-blink-james-patterson/ebook/9781407058115.html
9.78075E+12,Twilight,Stephenie Meyer,ePUB,$11.99,$11.99,26-02-2009,"Little, Brown Book Group",464,https://www.booktopia.com.au/twilight-stephenie-meyer/ebook/9780748112517.html
9.78014E+12,"Thinking, Fast and Slow",Daniel Kahneman,ePUB,$18.99,$18.99,03-11-2011,Penguin Books Ltd,512,https://www.booktopia.com.au/thinking-fast-and-slow-daniel-kahneman/ebook/9780141918921.html
9.78014E+12,Wailing Ghosts,Pu Songling; John Minford,ePUB,$1.99,$1.99,26-02-2015,Penguin Books Ltd,80,https://www.booktopia.com.au/wailing-ghosts-pu-songling/ebook/9780141398174.html
9.78044E+12,Book Not Found,,,,,,,,
9.78036E+12,Fallen,Benedict Jacka,ePUB,$11.99,$11.99,10-10-2019,"Little, Brown Book Group",384,https://www.booktopia.com.au/fallen-benedict-jacka/ebook/9780356511115.html
9.78035E+12,The Glass Room,Simon Mawer,Paperback,$22.99,$20.4,01-08-2010,Little Brown,416,https://www.booktopia.com.au/the-glass-room-simon-mawer/book/9780349121321.html
9.7814E+12,The Law of Attraction,Esther Hicks; Jerry Hicks,ePUB,$18.34,$14.99,01-10-2006,Hay House,194,https://www.booktopia.com.au/the-law-of-attraction-esther-hicks/ebook/9781401919269.html
9.78014E+12,The Grapes of Wrath,Robert DeMott; John Steinbeck,ePUB,$15.99,$15.99,26-04-2001,Penguin Books Ltd,544,https://www.booktopia.com.au/the-grapes-of-wrath-robert-demott/ebook/9780141915036.html
9.78014E+12,Matilda,Roald Dahl; Quentin Blake,ePUB,$9.99,$9.99,06-03-2003,Penguin Random House Children's UK,256,https://www.booktopia.com.au/matilda-roald-dahl/ebook/9780141929453.html
9.78137E+12,Book Not Found,,,,,,,,
9.78075E+12,Book Not Found,,,,,,,,
9.78049E+12,Book Not Found,,,,,,,,
9.78141E+12,The Cabin,J?rn Lier Horst; Anne Bruce,ePUB,$15.99,$15.99,08-08-2019,Penguin Books Ltd,400,https://www.booktopia.com.au/the-cabin-j-rn-lier-horst/ebook/9781405941624.html
9.78023E+12,Book Not Found,,,,,,,,
9.78125E+12,Down a Dark Road,Linda Castillo,ePUB,$14.95,$11.99,11-07-2017,St. Martin's Publishing Group,,https://www.booktopia.com.au/down-a-dark-road-linda-castillo/ebook/9781250121301.html
9.78081E+12,An Indigenous Peoples' History of the United States,Roxanne Dunbar-Ortiz,ePUB,$26.34,$21.99,16-09-2014,Beacon Press,,https://www.booktopia.com.au/an-indigenous-peoples-history-of-the-united-states-roxanne-dunbar-ortiz/ebook/9780807000410.html
9.78112E+12,Book Not Found,,,,,,,,
9.78047E+12,Book Not Found,,,,,,,,
9.78024E+12,Churchill,Andrew Roberts,ePUB,$18.99,$18.99,04-10-2018,Penguin Books Ltd,1152,https://www.booktopia.com.au/churchill-andrew-roberts/ebook/9780241205648.html
9.78031E+12,Book Not Found,,,,,,,,
9.78001E+12,The Saddest Girl in the World,Cathy Glass,ePUB,$12.99,$12.99,20-03-2009,HarperCollins Publishers,320,https://www.booktopia.com.au/the-saddest-girl-in-the-world-cathy-glass/ebook/9780007321575.html
9.78014E+12,Don't Touch My Hair,Emma Dabiri,ePUB,$15.99,$15.99,02-05-2019,Penguin Books Ltd,240,https://www.booktopia.com.au/don-t-touch-my-hair-emma-dabiri/ebook/9780141986296.html
9.7811E+12,Book Not Found,,,,,,,,
9.78057E+12,The Bell Jar,Sylvia Plath,ePUB,$16.49,$14.99,20-11-2008,Faber & Faber,240,https://www.booktopia.com.au/the-bell-jar-sylvia-plath/ebook/9780571248209.html
9.78184E+12,Matter,Iain M. Banks,Paperback,$22.99,$20.35,01-02-2009,Little Brown,656,https://www.booktopia.com.au/matter-iain-m-banks/book/9781841494197.html
9.78076E+12,The Silver Palate Cookbook,Sheila Lukins; Julee Rosso,ePUB,$29.99,$29.99,20-04-2007,Workman Publishing Company,464,https://www.booktopia.com.au/the-silver-palate-cookbook-sheila-lukins/ebook/9780761179580.html
9.78049E+12,The Lost World,Sir Arthur Conan Doyle,ePUB,$1.45,$1.45,22-08-2012,Dover Publications,176,https://www.booktopia.com.au/the-lost-world-sir-arthur-conan-doyle/ebook/9780486113739.html
9.78141E+12,The Book of Souls,James Oswald,ePUB,$15.99,$15.99,22-11-2012,Penguin Books Ltd,400,https://www.booktopia.com.au/the-book-of-souls-james-oswald/ebook/9781405913171.html
9.78001E+12,Book Not Found,,,,,,,,
9.78075E+12,Lazybones,Mark Billingham,Paperback,$22.99,$20.4,24-04-2012,Little Brown,496,https://www.booktopia.com.au/lazybones-mark-billingham/book/9780751548761.html
9.78075E+12,The Girl With All The Gifts,M. R. Carey,ePUB,$11.99,$11.99,14-01-2014,"Little, Brown Book Group",416,https://www.booktopia.com.au/the-girl-with-all-the-gifts-m-r-carey/ebook/9780748123797.html
9.78137E+12,Book Not Found,,,,,,,,
9.7811E+12,Why Does He Do That?,Lundy Bancroft,ePUB,$25.7,$20.99,02-09-2003,Penguin Publishing Group,432,https://www.booktopia.com.au/why-does-he-do-that--lundy-bancroft/ebook/9781101220733.html
9.78099E+12,Book Not Found,,,,,,,,
9.78014E+12,The Establishment,Owen Jones,ePUB,$15.99,$15.99,04-09-2014,Penguin Books Ltd,288,https://www.booktopia.com.au/the-establishment-owen-jones/ebook/9780141975009.html
9.78072E+12,The Mystery of Mercy Close,Marian Keyes,ePUB,$15.99,$15.99,13-09-2012,Penguin Books Ltd,528,https://www.booktopia.com.au/the-mystery-of-mercy-close-marian-keyes/ebook/9780718198275.html
9.78141E+12,Thud!,Terry Pratchett,ePUB,$15.99,$15.99,01-12-2009,Transworld,464,https://www.booktopia.com.au/thud--terry-pratchett/ebook/9781407035437.html
9.78014E+12,Cinder,Marissa Meyer,ePUB,$12.99,$12.99,05-01-2012,Penguin Random House Children's UK,400,https://www.booktopia.com.au/cinder-marissa-meyer/ebook/9780141971742.html
9.78128E+12,Book Not Found,,,,,,,,
9.78131E+12,Book Not Found,,,,,,,,
9.78006E+12,Book Not Found,,,,,,,,
9.78014E+12,Stuff Matters,Mark Miodownik,ePUB,$15.99,$15.99,06-06-2013,Penguin Books Ltd,352,https://www.booktopia.com.au/stuff-matters-mark-miodownik/ebook/9780141970745.html
9.78014E+12,Oh! to be in England,H. E. Bates,ePUB,$15.99,$15.99,30-11-2006,Penguin Books Ltd,128,https://www.booktopia.com.au/oh-to-be-in-england-h-e-bates/ebook/9780141938653.html
9.78074E+12,Book Not Found,,,,,,,,
9.78057E+12,Book Not Found,,,,,,,,
9.78031E+12,Book Not Found,,,,,,,,
9.78075E+12,Cursor's Fury,Jim Butcher,ePUB,$11.99,$11.99,02-07-2009,"Little, Brown Book Group",512,https://www.booktopia.com.au/cursor-s-fury-jim-butcher/ebook/9780748111886.html
9.78024E+12,Maigret and the Old People,Georges Simenon; Shaun Whiteside,ePUB,$15.99,$15.99,07-06-2018,Penguin Books Ltd,160,https://www.booktopia.com.au/maigret-and-the-old-people-georges-simenon/ebook/9780241303900.html
9.78001E+12,Book Not Found,,,,,,,,
9.78014E+12,Book Not Found,,,,,,,,
9.78058E+12,Words of Radiance,Brandon Sanderson,ePUB,$15.99,$15.99,06-03-2014,Orion,1088,https://www.booktopia.com.au/words-of-radiance-brandon-sanderson/ebook/9780575097438.html
9.78075E+12,Task Force Black,Mark Urban,ePUB,$12.99,$12.99,18-02-2010,"Little, Brown Book Group",352,https://www.booktopia.com.au/task-force-black-mark-urban/ebook/9780748120024.html
9.78141E+12,A Mercy,Toni Morrison,ePUB,$15.99,$15.99,26-01-2010,Random House,176,https://www.booktopia.com.au/a-mercy-toni-morrison/ebook/9781407016597.html
9.78014E+12,Book Not Found,,,,,,,,
9.78033E+12,Book Not Found,,,,,,,,
9.7811E+12,Book Not Found,,,,,,,,
9.7807E+12,Book Not Found,,,,,,,,
9.78024E+12,All the Rage,Cara Hunter,ePUB,$15.99,$15.99,19-12-2019,Penguin Books Ltd,416,https://www.booktopia.com.au/all-the-rage-cara-hunter/ebook/9780241985120.html
9.78141E+12,Veg,Jamie Oliver,ePUB,$21.99,$21.99,22-08-2019,Penguin Books Ltd,288,https://www.booktopia.com.au/veg-jamie-oliver/ebook/9781405932264.html
9.78077E+12,Book Not Found,,,,,,,,
9.78076E+12,Younger Next Year: The Exercise Program,Chris Crowley,ePUB,$19.99,$19.99,15-12-2015,Workman Publishing Company,176,https://www.booktopia.com.au/younger-next-year-the-exercise-program-chris-crowley/ebook/9780761189633.html
9.78031E+12,Book Not Found,,,,,,,,
9.78024E+12,The Silence of the Girls,Pat Barker,ePUB,$15.99,$15.99,30-08-2018,Penguin Books Ltd,368,https://www.booktopia.com.au/the-silence-of-the-girls-pat-barker/ebook/9780241983218.html
9.78076E+12,Judge and Jury,James Patterson; Andrew Gross,ePUB,$12.99,$12.99,28-04-2011,Headline,330,https://www.booktopia.com.au/judge-and-jury-james-patterson/ebook/9780755387168.html
9.78036E+12,Strange Dogs,James S. A. Corey,ePUB,$2.99,$2.99,18-07-2017,"Little, Brown Book Group",112,https://www.booktopia.com.au/strange-dogs-james-s-a-corey/ebook/9780356504209.html
